,sale_id,sale_ts,sale_date,weekday,user_id,amount,rn,first_purchase_flag,device_id,device_type,operating_system,num_items,campaign,campaign_event_ts,channel,sale_year,sale_month,sale_week
8123,8123,2016-09-14 06:55:00,2016-09-14,2,1954,1000.0794213309152,1,0,2747.0,iOS,10,2,,,organic,2016,9,37
8124,8124,2016-09-14 04:39:00,2016-09-14,2,2171,257.1880328145894,1,0,3071.0,iOS,9,1,HLWXVF,2016-01-18 21:13:00,campaign,2016,9,37
8125,8125,2016-09-14 21:50:00,2016-09-14,2,2497,387.84824205380147,1,0,3511.0,iOS,10,9,ZGJ4CZ,2015-08-16 12:15:00,campaign,2016,9,37
8126,8126,2016-09-14 20:01:00,2016-09-14,2,2571,1224.0429636700846,1,1,3617.0,iOS,7,6,JFJFGZ,2016-08-24 14:54:00,campaign,2016,9,37
8127,8127,2016-09-14 09:22:00,2016-09-14,2,2644,346.02527753330804,1,0,3724.0,iOS,8,2,,,organic,2016,9,37
8128,8128,2016-09-14 17:19:00,2016-09-14,2,2684,803.5115747695454,1,0,3787.0,iOS,8,2,15R3D0,2016-02-12 04:11:00,campaign,2016,9,37
8129,8129,2016-09-14 14:09:00,2016-09-14,2,2721,719.2178420745381,1,0,3844.0,iOS,10,1,YEB8I4,2015-01-22 12:27:00,campaign,2016,9,37
8130,8130,2016-09-14 21:40:00,2016-09-14,2,2927,279.4754847747198,1,1,4141.0,Android,Lollipop,2,S1LZNC,2016-04-12 19:41:00,campaign,2016,9,37
8131,8131,2016-09-14 13:44:00,2016-09-14,2,2938,656.8322582740668,1,0,4157.0,Android,Marshmallow,2,72C6Y3,2015-03-05 13:54:00,campaign,2016,9,37
8132,8132,2016-09-14 23:02:00,2016-09-14,2,3062,1069.5700475686426,1,1,4340.0,iOS,8,1,3DNOOD,2016-05-04 19:23:00,campaign,2016,9,37
8133,8133,2016-09-14 17:41:00,2016-09-14,2,3299,1407.1865657724088,1,1,4689.0,iOS,10,6,A20MP6,2016-08-31 14:23:00,campaign,2016,9,37
8134,8134,2016-09-15 15:12:00,2016-09-15,3,35,561.6049450720245,1,0,49.0,Android,Marshmallow,2,LASSQ7,2016-03-22 03:39:00,campaign,2016,9,37
8135,8135,2016-09-15 17:02:00,2016-09-15,3,264,22.405447006972192,1,0,375.0,Android,Marshmallow,1,,,organic,2016,9,37
8136,8136,2016-09-15 16:34:00,2016-09-15,3,535,1272.7129330741705,1,0,722.0,Amazon Fire,Fire2,2,,,organic,2016,9,37
8137,8137,2016-09-15 14:28:00,2016-09-15,3,924,316.95872019397774,1,0,1246.0,iOS,7,3,UYDA8D,2015-04-09 07:31:00,campaign,2016,9,37
8138,8138,2016-09-15 11:36:00,2016-09-15,3,1035,1183.2444882836846,1,0,1409.0,Android,KitKat,1,VX597U,2016-05-26 04:33:00,campaign,2016,9,37
8139,8139,2016-09-15 23:07:00,2016-09-15,3,1178,317.1990065064096,1,0,1619.0,Android,Lollipop,2,3J5HIF,2016-02-25 21:21:00,campaign,2016,9,37
8140,8140,2016-09-15 21:22:00,2016-09-15,3,1328,367.0819280886377,1,0,1847.0,Android,Jawbreaker,6,,,organic,2016,9,37
8141,8141,2016-09-15 23:33:00,2016-09-15,3,1528,1171.0302075262841,1,0,2143.0,iOS,8,2,U6S82Y,2015-04-11 23:48:00,campaign,2016,9,37
8142,8142,2016-09-15 08:14:00,2016-09-15,3,1532,311.11986553860885,1,0,2148.0,Android,KitKat,2,VOR12L,2016-01-24 19:24:00,campaign,2016,9,37
8143,8143,2016-09-15 08:39:00,2016-09-15,3,1626,107.45035326503799,1,0,2281.0,Android,Marshmallow,2,PVPBJ0,2016-06-03 12:27:00,campaign,2016,9,37
8144,8144,2016-09-15 14:40:00,2016-09-15,3,1665,300.25420945850664,1,0,2331.0,Android,Lollipop,2,,,organic,2016,9,37
8145,8145,2016-09-15 07:38:00,2016-09-15,3,1963,1401.941105512011,1,0,2762.0,Android,Marshmallow,1,,,organic,2016,9,37
8146,8146,2016-09-15 21:12:00,2016-09-15,3,1992,267.21803969378976,1,0,2804.0,Amazon Fire,Fire1,2,,,organic,2016,9,37
8147,8147,2016-09-15 11:17:00,2016-09-15,3,2078,1030.852098665333,1,0,2929.0,iOS,20,1,6H7SPL,2016-01-07 12:03:00,campaign,2016,9,37
8148,8148,2016-09-15 06:51:00,2016-09-15,3,2086,826.2897574014086,1,0,2943.0,Android,Marshmallow,9,6XC4I2,2016-07-01 14:18:00,campaign,2016,9,37
8149,8149,2016-09-15 16:04:00,2016-09-15,3,2542,325.60586804179906,1,0,3576.0,Android,Lollipop,1,2IIPKA,2015-10-22 16:33:00,campaign,2016,9,37
8150,8150,2016-09-15 04:56:00,2016-09-15,3,2573,179.36848378168145,1,0,3619.0,iOS,9,2,,,organic,2016,9,37
8151,8151,2016-09-15 17:27:00,2016-09-15,3,2588,138.95485775855002,1,0,3643.0,iOS,9,1,,,organic,2016,9,37
8152,8152,2016-09-15 01:44:00,2016-09-15,3,2700,110.70853071124182,1,0,3811.0,Android,Lollipop,4,1LYW47,2016-01-05 21:02:00,campaign,2016,9,37
8153,8153,2016-09-15 11:00:00,2016-09-15,3,2814,642.6844909433368,1,0,3991.0,Android,KitKat,2,,,organic,2016,9,37
8154,8154,2016-09-15 19:46:00,2016-09-15,3,2926,880.7701968245785,1,0,4140.0,iOS,7,2,98WM2K,2016-07-21 16:17:00,campaign,2016,9,37
8155,8155,2016-09-15 00:43:00,2016-09-15,3,3256,907.5579413968153,1,0,4630.0,Android,Jawbreaker,3,,,organic,2016,9,37
8156,8156,2016-09-15 09:30:00,2016-09-15,3,3275,1291.1442009491373,1,0,4659.0,Android,Jawbreaker,2,4YEH04,2015-05-05 20:35:00,campaign,2016,9,37
8157,8157,2016-09-15 12:53:00,2016-09-15,3,3445,355.53277622881194,1,1,4934.0,iOS,7,1,,,organic,2016,9,37
8158,8158,2016-09-16 14:03:00,2016-09-16,4,113,988.6607369832028,1,0,161.0,Android,Jawbreaker,2,,,organic,2016,9,37
8159,8159,2016-09-16 03:59:00,2016-09-16,4,417,884.9137971007087,1,0,583.0,Amazon Fire,Fire2,1,,,organic,2016,9,37
8160,8160,2016-09-16 07:13:00,2016-09-16,4,437,1923.162968193902,1,0,607.0,iOS,7,2,6R883F,2014-11-03 14:20:00,campaign,2016,9,37
8161,8161,2016-09-16 17:37:00,2016-09-16,4,794,503.8923533951172,1,0,1071.0,Android,Jawbreaker,9,,,organic,2016,9,37
8162,8162,2016-09-16 10:51:00,2016-09-16,4,833,834.583464014301,1,0,1120.0,Android,Jawbreaker,2,AI5SZ4,2015-02-28 21:05:00,campaign,2016,9,37
8163,8163,2016-09-16 08:35:00,2016-09-16,4,843,813.3691086181424,1,0,1140.0,iOS,9,1,UROFMZ,2015-12-20 23:28:00,campaign,2016,9,37
8164,8164,2016-09-16 17:33:00,2016-09-16,4,922,1600.5674005706715,1,1,1243.0,Android,Lollipop,2,705605,2016-01-23 19:46:00,campaign,2016,9,37
8165,8165,2016-09-16 21:24:00,2016-09-16,4,1197,1633.2603877060792,1,1,1648.0,iOS,8,1,,,organic,2016,9,37
8166,8166,2016-09-16 13:18:00,2016-09-16,4,1211,1948.4797108826074,1,0,1672.0,iOS,10,2,,,organic,2016,9,37
8167,8167,2016-09-16 22:32:00,2016-09-16,4,1272,442.61061460893006,1,0,1759.0,Android,Jawbreaker,2,,,organic,2016,9,37
8168,8168,2016-09-16 19:00:00,2016-09-16,4,1449,43.433823795827635,1,1,2035.0,iOS,7,3,T8RNOQ,2016-07-30 10:37:00,campaign,2016,9,37
8169,8169,2016-09-16 05:42:00,2016-09-16,4,1692,170.2663874134702,1,0,2366.0,Android,Jawbreaker,4,,,organic,2016,9,37
8170,8170,2016-09-16 12:45:00,2016-09-16,4,1741,982.9183880125732,1,1,2440.0,Android,Marshmallow,2,WELZTZ,2016-02-06 11:14:00,campaign,2016,9,37
8171,8171,2016-09-16 00:44:00,2016-09-16,4,1873,895.6459174832977,1,0,2619.0,Android,Lollipop,9,,,organic,2016,9,37
8172,8172,2016-09-16 11:00:00,2016-09-16,4,2030,1223.2027015071612,1,0,2862.0,Android,Jawbreaker,2,UYDA8D,2015-01-14 22:58:00,campaign,2016,9,37
8173,8173,2016-09-16 14:19:00,2016-09-16,4,2087,2788.3610985202226,1,0,2945.0,Android,Jawbreaker,1,E35Y1Z,2016-07-08 13:19:00,campaign,2016,9,37
8174,8174,2016-09-16 17:40:00,2016-09-16,4,2157,452.8199310772234,1,1,3055.0,Android,Jawbreaker,2,Y59GNL,2016-09-02 02:03:00,campaign,2016,9,37
8175,8175,2016-09-16 17:18:00,2016-09-16,4,2274,318.9192133138361,1,0,3215.0,iOS,10,1,,,organic,2016,9,37
8176,8176,2016-09-16 05:13:00,2016-09-16,4,2374,115.64636628435464,1,0,3359.0,Android,Lollipop,2,5IHLGC,2015-10-24 18:29:00,campaign,2016,9,37
8177,8177,2016-09-16 22:24:00,2016-09-16,4,2638,363.2320424533077,1,0,3715.0,iOS,10,2,705605,2016-06-17 20:17:00,campaign,2016,9,37
8178,8178,2016-09-16 09:22:00,2016-09-16,4,2784,2154.1663345329994,1,0,3941.0,Android,Lollipop,2,WL07ZB,2015-08-28 21:02:00,campaign,2016,9,37
8179,8179,2016-09-16 03:27:00,2016-09-16,4,2967,376.7199318599083,1,0,4206.0,iOS,8,2,,,organic,2016,9,37
8180,8180,2016-09-16 21:31:00,2016-09-16,4,3027,2201.7612329609187,1,0,4291.0,iOS,8,2,EH7LXL,2016-06-03 14:15:00,campaign,2016,9,37
8181,8181,2016-09-16 23:03:00,2016-09-16,4,3257,1189.3947745314968,1,1,4632.0,iOS,7,2,,,organic,2016,9,37
8182,8182,2016-09-16 23:53:00,2016-09-16,4,3330,273.6155664220899,1,1,4740.0,iOS,7,1,,,organic,2016,9,37
8183,8183,2016-09-16 11:16:00,2016-09-16,4,3370,2368.1332920920577,1,0,4816.0,iOS,20,3,,,organic,2016,9,37
8184,8184,2016-09-17 20:34:00,2016-09-17,5,113,222.51079990446004,1,0,161.0,Android,Jawbreaker,2,,,organic,2016,9,37
8185,8185,2016-09-17 20:56:00,2016-09-17,5,258,1192.2459356438949,1,0,361.0,iOS,10,3,,,organic,2016,9,37
8186,8186,2016-09-17 07:51:00,2016-09-17,5,308,528.86277228546,1,0,432.0,Amazon Fire,Fire1,1,5IHLGC,2016-03-11 01:37:00,campaign,2016,9,37
8187,8187,2016-09-17 17:41:00,2016-09-17,5,332,454.01608448916994,1,0,468.0,iOS,9,6,,,organic,2016,9,37
8188,8188,2016-09-17 03:27:00,2016-09-17,5,377,405.2498748183427,1,0,532.0,iOS,9,9,FE91LN,2015-04-04 11:00:00,campaign,2016,9,37
8189,8189,2016-09-17 03:52:00,2016-09-17,5,570,329.16686342549326,1,0,765.0,Amazon Fire,Inferno,2,,,organic,2016,9,37
8190,8190,2016-09-17 00:00:00,2016-09-17,5,620,603.3202198863802,1,0,841.0,Android,Lollipop,1,IWTQ5T,2015-10-26 12:31:00,campaign,2016,9,37
8191,8191,2016-09-17 04:54:00,2016-09-17,5,981,641.4705620633973,1,1,1335.0,iOS,10,2,Y59GNL,2016-08-22 06:44:00,campaign,2016,9,37
8192,8192,2016-09-17 08:07:00,2016-09-17,5,1330,169.6128426545709,1,0,1849.0,Android,Lollipop,5,D8IC8B,2015-11-09 10:04:00,campaign,2016,9,37
8193,8193,2016-09-17 19:27:00,2016-09-17,5,1422,3.5,1,0,1998.0,Android,KitKat,1,,,organic,2016,9,37
8194,8194,2016-09-17 04:55:00,2016-09-17,5,1454,347.98890457013886,1,0,2040.0,iOS,10,1,AKO0SH,2015-05-25 20:08:00,campaign,2016,9,37
8195,8195,2016-09-17 13:23:00,2016-09-17,5,1615,217.91690812817103,1,0,2270.0,Amazon Fire,Fire1,1,,,organic,2016,9,37
8196,8196,2016-09-17 17:16:00,2016-09-17,5,1973,202.4334737226849,1,0,2777.0,Amazon Fire,Inferno,2,,,organic,2016,9,37
8197,8197,2016-09-17 09:54:00,2016-09-17,5,2017,850.7752549598532,1,0,2844.0,Amazon Fire,Fire2,2,OGMRY2,2015-12-18 01:36:00,campaign,2016,9,37
8198,8198,2016-09-17 07:01:00,2016-09-17,5,2298,295.80042693497023,1,0,3248.0,iOS,10,5,,,organic,2016,9,37
8199,8199,2016-09-17 02:22:00,2016-09-17,5,2332,372.7889272495412,1,0,3296.0,Android,KitKat,3,,,organic,2016,9,37
8200,8200,2016-09-17 09:06:00,2016-09-17,5,2467,58.28566728098475,1,0,3478.0,iOS,20,2,6JI9BO,2016-02-28 10:01:00,campaign,2016,9,37
8201,8201,2016-09-17 02:04:00,2016-09-17,5,2665,867.8887956412781,1,0,3761.0,Android,KitKat,6,,,organic,2016,9,37
8202,8202,2016-09-17 01:41:00,2016-09-17,5,2672,256.19697263523705,1,0,3772.0,iOS,20,2,,,organic,2016,9,37
8203,8203,2016-09-17 19:46:00,2016-09-17,5,2759,61.52450334911135,1,0,3900.0,Android,Marshmallow,1,,,organic,2016,9,37
8204,8204,2016-09-17 22:59:00,2016-09-17,5,2926,713.3421332266942,1,0,4140.0,iOS,7,3,98WM2K,2016-07-21 16:17:00,campaign,2016,9,37
8205,8205,2016-09-17 09:19:00,2016-09-17,5,2962,1346.3427074405622,1,0,4201.0,Amazon Fire,Fire2,2,,,organic,2016,9,37
8206,8206,2016-09-17 11:34:00,2016-09-17,5,2983,191.40131003273862,1,0,4230.0,Android,Marshmallow,2,R6T7R0,2015-04-15 05:37:00,campaign,2016,9,37
8207,8207,2016-09-17 13:26:00,2016-09-17,5,3099,142.62849413416745,1,0,4401.0,Android,Jawbreaker,2,OKAJCV,2015-05-23 10:24:00,campaign,2016,9,37
8208,8208,2016-09-17 01:43:00,2016-09-17,5,3150,404.7856978855193,1,0,4479.0,iOS,10,2,9XR7SO,2016-04-10 08:04:00,campaign,2016,9,37
8209,8209,2016-09-17 11:10:00,2016-09-17,5,3321,1067.3250491230008,1,0,4720.0,iOS,8,2,,,organic,2016,9,37
8210,8210,2016-09-17 18:39:00,2016-09-17,5,3458,1008.2979667214087,1,0,4955.0,Android,Marshmallow,3,Z53CMW,2016-06-10 23:11:00,campaign,2016,9,37
8211,8211,2016-09-18 10:09:00,2016-09-18,6,6,89.21723375829106,1,0,9.0,Android,Lollipop,2,,,organic,2016,9,37
8212,8212,2016-09-18 03:16:00,2016-09-18,6,11,558.365049597753,1,1,16.0,Amazon Fire,Fire2,2,,,organic,2016,9,37
8213,8213,2016-09-18 13:21:00,2016-09-18,6,54,124.11651706678036,1,0,80.0,Android,Marshmallow,3,,,organic,2016,9,37
8214,8214,2016-09-18 06:37:00,2016-09-18,6,58,63.36233741406446,1,0,83.0,Android,KitKat,2,,,organic,2016,9,37
8215,8215,2016-09-18 12:07:00,2016-09-18,6,114,145.9608285227184,1,0,162.0,iOS,20,1,BW2R0T,2016-04-04 09:30:00,campaign,2016,9,37
8216,8216,2016-09-18 07:24:00,2016-09-18,6,131,490.28129697984673,1,0,177.0,iOS,8,1,D8IC8B,2015-03-26 09:25:00,campaign,2016,9,37
8217,8217,2016-09-18 14:52:00,2016-09-18,6,205,1287.3573293247846,1,0,278.0,Amazon Fire,Fire1,2,,,organic,2016,9,37
8218,8218,2016-09-18 17:58:00,2016-09-18,6,365,675.0478245221171,1,1,516.0,Android,Jawbreaker,1,5IHLGC,2016-03-04 21:01:00,campaign,2016,9,37
8219,8219,2016-09-18 14:01:00,2016-09-18,6,567,1233.613935452659,1,0,760.0,Android,Lollipop,2,,,organic,2016,9,37
8220,8220,2016-09-18 23:24:00,2016-09-18,6,1130,427.2829536264403,1,0,1547.0,iOS,20,1,1ZDQF0,2016-05-28 06:00:00,campaign,2016,9,37
8221,8221,2016-09-18 06:33:00,2016-09-18,6,1259,175.16490014829046,1,0,1739.0,Android,Lollipop,3,,,organic,2016,9,37
8222,8222,2016-09-18 22:15:00,2016-09-18,6,1294,584.4354278242113,1,0,1790.0,iOS,8,1,,,organic,2016,9,37
8223,8223,2016-09-18 09:35:00,2016-09-18,6,1421,199.60815498479238,1,0,1997.0,Amazon Fire,Inferno,1,6HBW2A,2014-05-07 07:37:00,campaign,2016,9,37
8224,8224,2016-09-18 22:40:00,2016-09-18,6,1547,432.52578142723365,1,0,2168.0,Android,Lollipop,1,VR88YD,2016-07-08 10:24:00,campaign,2016,9,37
8225,8225,2016-09-18 15:39:00,2016-09-18,6,1626,71.62542487668114,1,0,2281.0,Android,Marshmallow,3,PVPBJ0,2016-06-03 12:27:00,campaign,2016,9,37
8226,8226,2016-09-18 04:57:00,2016-09-18,6,1670,47.801228633020706,1,0,2338.0,Android,Jawbreaker,3,,,organic,2016,9,37
8227,8227,2016-09-18 11:23:00,2016-09-18,6,1694,1116.1923486548774,1,0,2368.0,Amazon Fire,Fire1,1,83RCJF,2016-01-28 03:16:00,campaign,2016,9,37
8228,8228,2016-09-18 19:06:00,2016-09-18,6,1795,298.08457315775286,1,0,2511.0,iOS,9,2,,,organic,2016,9,37
8229,8229,2016-09-18 16:23:00,2016-09-18,6,2099,286.9799390189833,1,0,2969.0,Amazon Fire,Fire1,9,ZZGRSM,2014-11-16 19:42:00,campaign,2016,9,37
8230,8230,2016-09-18 06:29:00,2016-09-18,6,2339,602.9830924911878,1,0,3307.0,iOS,20,1,ZZGRSM,2016-04-13 01:46:00,campaign,2016,9,37
8231,8231,2016-09-18 17:15:00,2016-09-18,6,2538,865.3744639348866,1,0,3569.0,iOS,10,2,QSY7GR,2016-05-23 03:36:00,campaign,2016,9,37
8232,8232,2016-09-18 00:09:00,2016-09-18,6,2543,185.0858644023053,1,0,3577.0,Android,Jawbreaker,2,UROFMZ,2016-08-25 02:06:00,campaign,2016,9,37
8233,8233,2016-09-18 17:19:00,2016-09-18,6,2868,293.6354640937695,1,0,4058.0,Android,Jawbreaker,1,,,organic,2016,9,37
8234,8234,2016-09-18 23:04:00,2016-09-18,6,2926,868.5069526224765,1,0,4140.0,iOS,7,3,98WM2K,2016-07-21 16:17:00,campaign,2016,9,37
8235,8235,2016-09-18 04:22:00,2016-09-18,6,3088,82.59214866000097,1,0,4383.0,Amazon Fire,Fire1,9,,,organic,2016,9,37
8236,8236,2016-09-18 22:08:00,2016-09-18,6,3186,516.8238513087248,1,0,4525.0,iOS,10,1,1BRIGC,2016-05-28 02:55:00,campaign,2016,9,37
8237,8237,2016-09-19 19:36:00,2016-09-19,0,144,186.161930097587,1,0,193.0,iOS,7,2,,,organic,2016,9,38
8238,8238,2016-09-19 01:05:00,2016-09-19,0,421,885.2068303764827,1,0,589.0,Android,KitKat,1,VOR12L,2016-04-08 19:50:00,campaign,2016,9,38
8239,8239,2016-09-19 18:34:00,2016-09-19,0,595,1440.1168966394528,1,0,805.0,iOS,10,2,MOTVAN,2014-06-21 05:34:00,campaign,2016,9,38
8240,8240,2016-09-19 20:45:00,2016-09-19,0,601,1377.2489715790216,1,0,812.0,Android,KitKat,1,3DNOOD,2016-08-27 01:09:00,campaign,2016,9,38
8241,8241,2016-09-19 12:02:00,2016-09-19,0,786,1513.4910673333536,1,0,1060.0,iOS,9,2,,,organic,2016,9,38
8242,8242,2016-09-19 13:54:00,2016-09-19,0,908,1636.7334466724094,1,0,1220.0,Android,Lollipop,1,,,organic,2016,9,38
8243,8243,2016-09-19 11:39:00,2016-09-19,0,931,331.9100862967065,1,0,1258.0,iOS,7,4,XUL7TT,2014-10-06 00:32:00,campaign,2016,9,38
8244,8244,2016-09-19 14:40:00,2016-09-19,0,961,914.038028671242,1,0,1302.0,iOS,8,5,CPIAHO,2015-03-18 00:20:00,campaign,2016,9,38
8245,8245,2016-09-19 17:56:00,2016-09-19,0,996,1591.4139942218035,1,0,1353.0,Android,Jawbreaker,1,,,organic,2016,9,38
8246,8246,2016-09-19 15:24:00,2016-09-19,0,1074,356.4486553222635,1,0,1465.0,Android,Marshmallow,2,TVGAEO,2016-06-25 01:04:00,campaign,2016,9,38
8247,8247,2016-09-19 01:34:00,2016-09-19,0,1271,676.5842620785103,1,0,1758.0,iOS,8,2,TVGAEO,2015-08-09 07:49:00,campaign,2016,9,38
8248,8248,2016-09-19 16:55:00,2016-09-19,0,1360,1777.797239265173,1,0,1901.0,iOS,9,1,,,organic,2016,9,38
8249,8249,2016-09-19 20:19:00,2016-09-19,0,1468,431.94198361391915,1,0,2058.0,iOS,7,2,XUL7TT,2015-09-03 17:00:00,campaign,2016,9,38
8250,8250,2016-09-19 19:07:00,2016-09-19,0,1559,5.5,1,0,2185.0,Android,KitKat,1,,,organic,2016,9,38
8251,8251,2016-09-19 05:55:00,2016-09-19,0,1561,1259.412578778215,1,0,2188.0,Android,KitKat,1,UYDA8D,2016-05-15 19:58:00,campaign,2016,9,38
8252,8252,2016-09-19 11:59:00,2016-09-19,0,1795,413.56620297194604,1,0,2511.0,iOS,9,2,,,organic,2016,9,38
8253,8253,2016-09-19 21:58:00,2016-09-19,0,2052,673.3995278423057,1,0,2897.0,iOS,9,1,,,organic,2016,9,38
8254,8254,2016-09-19 05:58:00,2016-09-19,0,2075,1101.2452374496916,1,0,2925.0,iOS,20,1,,,organic,2016,9,38
8255,8255,2016-09-19 04:24:00,2016-09-19,0,2128,1034.546939483374,1,0,3010.0,Android,KitKat,2,AEJF2Y,2016-01-04 14:44:00,campaign,2016,9,38
8256,8256,2016-09-19 10:03:00,2016-09-19,0,2331,450.25684547010417,1,0,3295.0,Amazon Fire,Fire2,2,VR88YD,2014-11-13 06:34:00,campaign,2016,9,38
8257,8257,2016-09-19 23:00:00,2016-09-19,0,2479,362.74778337616914,1,0,3493.0,iOS,20,1,3DNOOD,2015-10-28 22:45:00,campaign,2016,9,38
8258,8258,2016-09-19 11:13:00,2016-09-19,0,2558,1183.5832644641478,1,0,3597.0,iOS,20,2,,,organic,2016,9,38
8259,8259,2016-09-19 05:07:00,2016-09-19,0,2588,284.41539753246906,1,0,3643.0,iOS,9,1,,,organic,2016,9,38
8260,8260,2016-09-19 21:24:00,2016-09-19,0,2662,1147.7467984450666,1,0,3757.0,Android,Jawbreaker,2,1TZQDZ,2015-09-17 17:54:00,campaign,2016,9,38
8261,8261,2016-09-19 13:50:00,2016-09-19,0,2943,552.2239105151643,1,0,4162.0,iOS,9,2,,,organic,2016,9,38
8262,8262,2016-09-19 12:00:00,2016-09-19,0,3064,848.2898514597597,1,0,4341.0,iOS,8,1,AKO0SH,2015-11-14 14:35:00,campaign,2016,9,38
8263,8263,2016-09-19 13:52:00,2016-09-19,0,3101,145.1482530826739,1,0,4407.0,Android,KitKat,2,ZZGRSM,2016-04-23 22:01:00,campaign,2016,9,38
8264,8264,2016-09-19 20:02:00,2016-09-19,0,3353,389.0897922648269,1,0,4784.0,Android,Marshmallow,1,WELZTZ,2016-04-09 17:24:00,campaign,2016,9,38
8265,8265,2016-09-19 14:29:00,2016-09-19,0,3363,5.5,1,0,4804.0,iOS,8,2,XGB35V,2016-03-14 02:23:00,campaign,2016,9,38
8266,8266,2016-09-19 03:37:00,2016-09-19,0,3451,653.329993326009,1,0,4946.0,iOS,7,3,OGMRY2,2016-08-05 11:40:00,campaign,2016,9,38
8267,8267,2016-09-20 09:05:00,2016-09-20,1,339,471.41078675480543,1,0,476.0,Android,KitKat,1,BW2R0T,2015-11-12 13:22:00,campaign,2016,9,38
8268,8268,2016-09-20 14:27:00,2016-09-20,1,376,182.52660431318955,1,0,531.0,Android,KitKat,2,INNIQD,2015-12-30 13:48:00,campaign,2016,9,38
8269,8269,2016-09-20 14:23:00,2016-09-20,1,384,471.0593468045093,1,1,542.0,iOS,7,1,,,organic,2016,9,38
8270,8270,2016-09-20 15:59:00,2016-09-20,1,403,1403.1418838007605,1,0,565.0,Amazon Fire,Fire1,2,,,organic,2016,9,38
8271,8271,2016-09-20 10:46:00,2016-09-20,1,633,337.70048540353923,1,0,865.0,Amazon Fire,Inferno,2,INNIQD,2014-03-28 16:30:00,campaign,2016,9,38
8272,8272,2016-09-20 08:37:00,2016-09-20,1,874,167.55008845822226,1,0,1171.0,iOS,7,1,QY02HA,2016-04-08 06:52:00,campaign,2016,9,38
8273,8273,2016-09-20 11:52:00,2016-09-20,1,896,1393.8579439092925,1,0,1201.0,Android,Marshmallow,9,,,organic,2016,9,38
8274,8274,2016-09-20 13:06:00,2016-09-20,1,984,578.0707124110543,1,0,1339.0,Android,KitKat,4,1BRIGC,2016-05-14 04:13:00,campaign,2016,9,38
8275,8275,2016-09-20 21:29:00,2016-09-20,1,1027,2384.3089731462437,1,1,1396.0,iOS,9,2,WELZTZ,2016-03-23 16:39:00,campaign,2016,9,38
8276,8276,2016-09-20 07:07:00,2016-09-20,1,1187,392.0756268091108,1,0,1632.0,iOS,9,2,,,organic,2016,9,38
8277,8277,2016-09-20 03:07:00,2016-09-20,1,1221,2544.049646382224,1,0,1683.0,iOS,7,2,,,organic,2016,9,38
8278,8278,2016-09-20 13:12:00,2016-09-20,1,1290,821.2237260518373,1,0,1786.0,Android,Lollipop,2,1TZQDZ,2016-04-24 16:58:00,campaign,2016,9,38
8279,8279,2016-09-20 20:44:00,2016-09-20,1,1360,2192.074897776694,1,0,1901.0,iOS,9,2,,,organic,2016,9,38
8280,8280,2016-09-20 10:54:00,2016-09-20,1,1399,373.0215028519857,1,0,1956.0,iOS,9,2,98WM2K,2016-03-29 08:16:00,campaign,2016,9,38
8281,8281,2016-09-20 23:42:00,2016-09-20,1,1477,1871.650803134252,1,0,2069.0,Amazon Fire,Fire2,1,XGB35V,2015-03-14 20:47:00,campaign,2016,9,38
8282,8282,2016-09-20 01:32:00,2016-09-20,1,1501,171.4066036226202,1,0,2106.0,iOS,10,1,,,organic,2016,9,38
8283,8283,2016-09-20 12:46:00,2016-09-20,1,1585,2288.068227888641,1,1,2223.0,Android,Lollipop,2,,,organic,2016,9,38
8284,8284,2016-09-20 05:37:00,2016-09-20,1,1610,332.3859975904158,1,0,2264.0,Android,Marshmallow,2,,,organic,2016,9,38
8285,8285,2016-09-20 22:30:00,2016-09-20,1,1907,1126.0468660017586,1,1,2676.0,Android,Marshmallow,1,,,organic,2016,9,38
8286,8286,2016-09-20 22:28:00,2016-09-20,1,2149,2101.035879822734,1,0,3046.0,Android,Marshmallow,1,,,organic,2016,9,38
8287,8287,2016-09-20 22:30:00,2016-09-20,1,2184,1590.5675831938004,1,0,3089.0,Android,Marshmallow,1,U3J25C,2014-09-23 07:20:00,campaign,2016,9,38
8288,8288,2016-09-20 12:41:00,2016-09-20,1,2294,403.6826196920275,1,0,3243.0,Android,Lollipop,2,15R3D0,2016-03-30 17:32:00,campaign,2016,9,38
8289,8289,2016-09-20 23:41:00,2016-09-20,1,2401,1788.1897181909198,1,1,3393.0,Android,KitKat,2,OGMRY2,2016-05-04 17:55:00,campaign,2016,9,38
8290,8290,2016-09-20 20:38:00,2016-09-20,1,2521,384.5675069915967,1,0,3543.0,Android,Lollipop,2,,,organic,2016,9,38
8291,8291,2016-09-20 21:05:00,2016-09-20,1,2638,367.7943168496965,1,0,3715.0,iOS,10,4,705605,2016-06-17 20:17:00,campaign,2016,9,38
8292,8292,2016-09-20 01:35:00,2016-09-20,1,2691,1827.4363776498903,1,0,3796.0,Amazon Fire,Fire2,2,8DYGHW,2014-07-19 02:17:00,campaign,2016,9,38
8293,8293,2016-09-20 05:41:00,2016-09-20,1,2744,140.5215466876541,1,0,3873.0,iOS,9,2,,,organic,2016,9,38
8294,8294,2016-09-20 03:37:00,2016-09-20,1,2755,1836.280028401083,1,0,3892.0,Amazon Fire,Inferno,2,,,organic,2016,9,38
8295,8295,2016-09-20 09:44:00,2016-09-20,1,2929,308.9591349384108,1,0,4145.0,iOS,7,1,RK2JMQ,2016-06-07 15:24:00,campaign,2016,9,38
